address,price,options,price_m2
"SHIS QI 23, LAGO SUL, BRASILIA",3.250.000,"['Venda Casa 700 m²', '4 Quartos', '4 Suítes', '4 Vagas']",4.642
"QE 30 Conjunto A, GUARA II, GUARA",989.000,"['Venda Casa 460 m²', '5 Quartos', '2 Suítes', '4 Vagas']",2.150
"QS 5, AREAL, AGUAS CLARAS",190.000,"['Venda Apartamento 44 m²', '1 Quarto', '1 Vaga']",4.318
"SQNW 302 Bloco D Noroeste, Brasilia",A partir de 1.828.104,"[' Apartamento 144 a 145 m²', '2 quartos', 'Em Construção', '3 plantas']",
"SQNW 311 Bloco H, NOROESTE, BRASILIA",1.458.611,"['Venda Apartamento 104 m²', '3 Quartos', '1 Suíte', '2 Vagas']",13.899
"SQNW 311 Bloco H, NOROESTE, BRASILIA",1.404.908,"['Venda Apartamento 103 m²', '3 Quartos', '1 Suíte', '2 Vagas']",13.521
"SCLRN 711 Bloco E, ASA NORTE, BRASILIA",120.000,"['Venda Kitnet 20 m²', '1 Quarto']",6.000
"Quadra 302 Samambaia Sul, Samambaia",308.000,"[' Apartamento 60 m²', '2 quartos', 'Lançamento', '1 planta']",
"Rua ALECRIM, NORTE, AGUAS CLARAS",634.900,"['Venda Apartamento 90 m²', '3 Quartos', '1 Suíte', '2 Vagas']",7.054
"SHIN QL 2, LAGO NORTE, BRASILIA",3.415.000,"['Venda Casa 450 m²', '4 Quartos', '2 Suítes', '4 Vagas']",7.588
"Rua DAS PAINEIRAS, NORTE, AGUAS CLARAS",175.000,"['Venda Apartamento 30 m²', '1 Quarto', '1 Suíte']",5.833
"SQNW 102 Bloco B Noroeste, Brasilia",A partir de 3.582.585,"[' Apartamento 248 m²', '0 a 3 quartos', 'Pronto Para Morar', '3 plantas']",
"SHIGS 705, ASA SUL, BRASILIA",1.450.000,"['Venda Casa 247 m²', '7 Quartos', '2 Suítes', '2 Vagas']",5.870
"SMDB, LAGO SUL, BRASILIA",5.390.000,"['Venda Casa 1000 m²', '5 Quartos', '5 Suítes', '6 Vagas']",5.390
"SMDB Conjunto 1, LAGO SUL, BRASILIA",4.750.000,"['Venda Casa 620 m²', '4 Quartos', '4 Suítes', '4 Vagas']",7.661
"Rua 27 Norte, Aguas Claras",A partir de 652.191,"[' Apartamento 88 a 143 m²', '3 quartos', 'Em Construção', '4 plantas']",
"C 07 Lote 05, TAGUATINGA CENTRO, TAGUATINGA",360.000,"['Venda Apartamento 88 m²', '3 Quartos']",4.090
"SMDB Conjunto 24, LAGO SUL, BRASILIA",9.500.000,"['Venda Casa 933 m²', '5 Quartos', '5 Suítes', '3 Vagas']",10.182
"QS 303 Conjunto 6, SAMAMBAIA SUL, SAMAMBAIA",215.000,"['Venda Apartamento 57 m²', '2 Quartos', '1 Suíte', '1 Vaga']",3.771
"SQNW 302 Bloco F Noroeste, Brasilia",1.899.900,"[' Apartamento 165 m²', '4 quartos', 'Lançamento', '1 planta']",
"SHIS QI 28, LAGO SUL, BRASILIA",5.400.000,"['Venda Casa 700 m²', '4 Quartos', '4 Suítes', '4 Vagas']",7.714
"Rua 31, NORTE, AGUAS CLARAS",200.000,"['Venda Apartamento 31 m²', '1 Quarto', '1 Suíte', '1 Vaga']",6.451
"Rua 36, NORTE, AGUAS CLARAS",680.000,"['Venda Apartamento 140 m²', '1 Quarto', '1 Suíte', '1 Vaga']",4.857
"SQNW 304 Bloco D Noroeste, Brasilia",A partir de 1.587.852,"[' Apartamento 113 a 229 m²', '3 quartos', 'Em Construção', '5 plantas']",
"TERCEIRA AVENIDA BLOCO 1945, NUCLEO BANDEIRANTE, NUCLEO BANDEIRANTE",800.000,"['Venda Casa 216 m²', '6 Quartos', '3 Suítes', '4 Vagas']",3.703
"SHIS QI 26, LAGO SUL, BRASILIA",5.200.000,"['Venda Casa 688 m²', '4 Quartos', '4 Suítes', '2 Vagas']",7.558
"Rua MANACA, SUL, AGUAS CLARAS",590.000,"['Venda Apartamento 80 m²', '3 Quartos', '1 Suíte', '1 Vaga']",7.375
"SQNW 102 Bloco I Noroeste, Brasilia",A partir de 3.859.216,"[' Apartamento 220 m²', '0 a 4 quartos', 'Pronto Para Morar', '3 plantas']",
"SHCGN 703 Bloco S, ASA NORTE, BRASILIA",670.860,"['Venda Apartamento 40 m²', '1 Quarto', '1 Suíte', '1 Vaga']",16.771
"SHIS QI 28 Conjunto 9, LAGO SUL, BRASILIA",2.290.000,"['Venda Casa 383 m²', '4 Quartos', '2 Suítes', '4 Vagas']",5.971
"SQN 109, ASA NORTE, BRASILIA",1.660.000,"['Venda Apartamento 158 m²', '4 Quartos', '2 Suítes', '2 Vagas']",10.506
"SQNW 103 Bloco B Noroeste, Brasilia",A partir de 2.305.825,"[' Apartamento 167 m²', '2 quartos', 'Em Construção', '2 plantas']",
"SHIN QI 4, LAGO NORTE, BRASILIA",3.200.000,"['Venda Casa 533 m²', '5 Quartos', '5 Suítes', '4 Vagas']",6.003
"SQS 309 Bloco K, ASA SUL, BRASILIA",1.300.000,"['Venda Apartamento 85 m²', '3 Quartos', '1 Vaga']",15.294
"CNB 2, TAGUATINGA NORTE, TAGUATINGA",398.000,"['Venda Apartamento 68 m²', '3 Quartos', '1 Suíte', '1 Vaga']",5.852
"SHIS QI 26, LAGO SUL, BRASILIA",6.900.000,"['Venda Casa 710 m²', '5 Quartos', '5 Suítes', '3 Vagas']",9.718
"SOF SUL Quadra 19 Conjunto B, SOF SUL, SETOR INDUSTRIAL",1.350.000,"['Venda Galpão 350 m²', '10 Vagas']",3.857
"SQNW 310, NOROESTE, BRASILIA",3.050.000,"['Venda Apartamento 298 m²', '4 Quartos', '4 Suítes', '4 Vagas']",10.234
"SAAN Quadra 2, SAAN, SETOR INDUSTRIAL",4.000.000,['Venda Prédio 1380 m²'],2.898
"CNB 12, TAGUATINGA NORTE, TAGUATINGA",385.000,"['Venda Apartamento 64 m²', '3 Quartos', '1 Suíte', '1 Vaga']",6.015
"CND 5, TAGUATINGA NORTE, TAGUATINGA",155.000,"['Venda Apartamento 34 m²', '1 Quarto']",4.558
"SQSW 300, SUDOESTE, BRASILIA",3.100.000,"['Venda Apartamento 259 m²', '4 Quartos', '4 Suítes', '3 Vagas']",11.969
"SQN 212, ASA NORTE, BRASILIA",2.100.000,"['Venda Apartamento 166 m²', '4 Quartos', '1 Suíte', '2 Vagas']",12.650
"CLN 7 Bloco H, RIACHO FUNDO, RIACHO FUNDO",280.000,['Venda Ponto Comercial 198 m²'],1.414
"Alameda das Tulipas, SETOR TORORO, BRASILIA",1.230.000,"['Venda Casa Condominio 450 m²', '4 Quartos', '4 Suítes', '4 Vagas']",2.733
"SQN 402 Bloco N, ASA NORTE, BRASILIA",1.350.000,"['Venda Apartamento 140 m²', '2 Quartos', '2 Suítes', '2 Vagas']",9.642
"SCLRN 710, ASA NORTE, BRASILIA",110.000,"['Venda Kitnet 22 m²', '1 Quarto']",5.000
"CRS 502 Bloco B, ASA SUL, BRASILIA",270.000,"['Venda Apartamento 29 m²', '1 Quarto', '1 Suíte', '1 Vaga']",9.215
"QN 108, SAMAMBAIA SUL, SAMAMBAIA",126.000,"['Venda Apartamento 43 m²', '2 Quartos']",2.920
"QNN 22 Conjunto D, CEILANDIA SUL, CEILANDIA",380.000,"['Venda Casa 203 m²', '2 Quartos', '1 Suíte', '2 Vagas']",1.871
"SQSW 300 Bloco L, SUDOESTE, BRASILIA",5.850.000,"['Venda Apartamento 397 m²', '4 Quartos', '4 Suítes', '4 Vagas']",14.731
"Avenida Parque Águas Claras, NORTE, AGUAS CLARAS",1.740.000,"['Venda Apartamento 235 m²', '4 Quartos', '4 Suítes', '4 Vagas']",7.404
"CSA 3, TAGUATINGA SUL, TAGUATINGA",169.900,"['Venda Apartamento 50 m²', '2 Quartos']",3.372
"SHCES Quadra 1109, NOVO, CRUZEIRO",449.000,"['Venda Apartamento 67 m²', '3 Quartos', '1 Suíte']",6.701
"SHIN QL 3, LAGO NORTE, BRASILIA",2.850.000,['Venda Lote/Terreno 1875 m²'],1.520
"SRTVN Bloco C Conjunto, ASA NORTE, BRASILIA",240.000,['Venda Sala 33 m²'],7.272
"SGCV Lote 10, PARK SUL, BRASILIA",306.133,"['Venda Apartamento 26 m²', '1 Quarto', '1 Vaga']",11.729
"SGCV Lote 10, PARK SUL, BRASILIA",418.851,"['Venda Apartamento 34 m²', '1 Quarto', '1 Vaga']",12.112
"Quadra 206, SUL, AGUAS CLARAS",2.400.000,"['Venda Apartamento 232 m²', '4 Quartos', '2 Suítes', '2 Vagas']",10.344
"QMSW 4, SUDOESTE, BRASILIA",260.000,"['Venda Kitnet 34 m²', '1 Quarto']",7.647
"QI 7 Bloco B, GUARA I, GUARA",122.000,['Venda Sala 23 m²'],5.304
"QS 1 Rua 212, AREAL, AGUAS CLARAS",747.000,"['Venda Loja 108 m²', '1 Vaga']",6.916
"SRTVS Conjunto D Blocos A, B E C Lote 05, ASA SUL, BRASILIA",260.000,"['Venda Sala 34 m²', '1 Vaga']",7.647
"SRTVS Conjunto D Blocos A, B E C Lote 05, ASA SUL, BRASILIA",215.000,['Venda Sala 34 m²'],6.323
"SCLRN 716, ASA NORTE, BRASILIA",749.999,['Venda Loja 98 m²'],7.653
"CA 02, LAGO NORTE, BRASILIA",361.670,"['Venda Kitnet 30 m²', '1 Quarto', '1 Vaga']",11.715
"QI 12 Conjunto X, GUARA I, GUARA",749.900,"['Venda Casa 200 m²', '4 Quartos', '1 Suíte', '2 Vagas']",3.749
"Quadra C 3, TAGUATINGA CENTRO, TAGUATINGA",345.000,"['Venda Apartamento 65 m²', '3 Quartos', '1 Suíte', '1 Vaga']",5.267
"Condomínio Morada de Deus, JARDIM BOTANICO, BRASILIA",1.100.000,"['Venda Casa Condominio 230 m²', '3 Quartos', '3 Suítes', '4 Vagas']",4.782
"SHIS QI 25 Conjunto 5, LAGO SUL, BRASILIA",13.000.000,"['Venda Casa 1500 m²', '6 Quartos', '6 Suítes', '19 Vagas']",8.666
"SMAS Trecho 3, PARK SUL, BRASILIA",680.000,"['Venda Loja 76 m²', '2 Suítes', '1 Vaga']",8.890
"QI 19, SETOR INDUSTRIAL, TAGUATINGA",600.000,"['Venda Apartamento 87 m²', '3 Quartos', '1 Suíte', '1 Vaga']",6.896
"SGCV, PARK SUL, BRASILIA",363.586,"['Venda Apartamento 32 m²', '1 Quarto', '1 Vaga']",11.246
"SQNW 104, NOROESTE, BRASILIA",2.052.657,"['Venda Apartamento 182 m²', '2 Quartos', '1 Suíte', '2 Vagas']",11.247
"SQNW 106 Bloco J, NOROESTE, BRASILIA",2.395.000,"['Venda Apartamento 164 m²', '4 Quartos', '4 Suítes', '3 Vagas']",14.593
"AC 02, RIACHO FUNDO, RIACHO FUNDO",335.000,"['Venda Apartamento 63 m²', '2 Quartos', '1 Suíte']",5.317
"SMDB, LAGO SUL, BRASILIA",1.900.000,['Venda Lote/Terreno 1850 m²'],1.027
"Rua DAS AROEIRAS, NORTE, AGUAS CLARAS",739.000,"['Venda Apartamento 92 m²', '3 Quartos', '1 Suíte', '1 Vaga']",8.032
"Rua 12, VICENTE PIRES, VICENTE PIRES",1.249.900,"['Venda Casa Condominio 250 m²', '5 Quartos', '4 Suítes', '3 Vagas']",4.999
"SMPW Quadra 5, PARK WAY, BRASILIA",5.000.000,"['Venda Casa 2100 m²', '8 Quartos', '5 Suítes', '6 Vagas']",2.380
"Rua 5, SUL, AGUAS CLARAS",0,"['Venda Apartamento 66 m²', '2 Quartos', '1 Suíte', '2 Vagas']",0
"SHN Quadra 1, ASA NORTE, BRASILIA",310.000,"['Venda Hotel Flat 29 m²', '1 Quarto', '1 Suíte', '1 Vaga']",10.689
"SETOR HOTELEIRO, TAGUATINGA CENTRO, TAGUATINGA",140.000,"['Venda Hotel Flat 32 m²', '1 Quarto', '1 Suíte']",4.375
"Rua 3, NUCLEO RURAL LAGO OESTE, SOBRADINHO",650.000,"['Venda Rural 0,02 ha', '2 Quartos', '1 Suíte', '4 Vagas']",3.250
"QE 38 Conjunto F, GUARA II, GUARA",361.100,"['Venda Apartamento 52 m²', '2 Quartos', '1 Vaga']",6.936
"SIG Quadra 8, SIG, BRASILIA",280.000,"['Venda Apartamento 40 m²', '2 Quartos']",7.000
"CLN 303 Bloco A, ASA NORTE, BRASILIA",165.000,['Venda Sala 22 m²'],7.500
"Avenida Pau Brasil, SUL, AGUAS CLARAS",159.000,"['Venda Sala 31 m²', '1 Vaga']",5.129
"SQN 312 Bloco I, ASA NORTE, BRASILIA",700.000,"['Venda Apartamento 68 m²', '3 Quartos']",10.294
"Chacará 50, COLONIA AGRICOLA SAMAMBAIA, VICENTE PIRES",650.000,"['Venda Casa 185 m²', '3 Quartos', '1 Suíte', '2 Vagas']",3.513
"Avenida Pau Brasil, NORTE, AGUAS CLARAS",650.000,"['Venda Apartamento 104 m²', '3 Quartos', '1 Suíte', '1 Vaga']",6.250
"SHIN QI 3 Conjunto 12, LAGO NORTE, BRASILIA",2.550.000,"['Venda Casa 523 m²', '4 Quartos', '2 Suítes', '2 Vagas']",4.875
"SCLRN 711 Bloco D, ASA NORTE, BRASILIA",195.000,"['Venda Kitnet 34 m²', '1 Quarto', '1 Suíte']",5.671
"CCSW 4 Lote 3 Bloco A, SUDOESTE, BRASILIA",2.500.000,"['Venda Apartamento 202 m²', '3 Quartos', '1 Suíte', '2 Vagas']",12.376
"QR 601 Conjunto 11, SAMAMBAIA NORTE, SAMAMBAIA",250.000,"['Venda Casa 120 m²', '3 Quartos', '1 Suíte', '2 Vagas']",2.083
"SHA Conjunto 4 Chacará 23, ARNIQUEIRAS, AGUAS CLARAS",1.200.000,"['Venda Casa 177 m²', '3 Quartos', '3 Suítes']",6.779
"SQS 207, ASA SUL, BRASILIA",1.890.000,"['Venda Apartamento 175 m²', '3 Quartos', '1 Suíte', '1 Vaga']",10.800
"RODOVIA DF 0250 KM 2,5, REGIAO DOS LAGOS, SOBRADINHO",250.000,['Venda Lote/Terreno 492 m²'],508
"SHCES Quadra 1409, NOVO, CRUZEIRO",400.000,"['Venda Apartamento 53 m²', '2 Quartos']",7.410
"SAAN Quadra 3, SAAN, SETOR INDUSTRIAL",150.000,['Venda Sala 33 m²'],4.545
"SGAN 607 Módulo A, ASA NORTE, BRASILIA",590.000,"['Venda Sala 57 m²', '2 Vagas']",10.350
"SGAN 910 Módulo D, ASA NORTE, BRASILIA",267.965,"['Venda Apartamento 30 m²', '1 Quarto', '1 Vaga']",8.932
"RODOVIA BR 0020 KM 12,5, ALTO DA BOA VISTA, SOBRADINHO",410.000,['Venda Lote/Terreno 504 m²'],813
"SRES Quadra 12 Bloco A, VELHO, CRUZEIRO",770.000,"['Venda Casa 100 m²', '4 Quartos', '2 Suítes', '4 Vagas']",7.700
"SQN 409 Bloco N, ASA NORTE, BRASILIA",680.000,"['Venda Apartamento 95 m²', '3 Quartos']",7.157
"QS 401, SAMAMBAIA NORTE, SAMAMBAIA",110.000,"['Venda Apartamento 30 m²', '1 Quarto', '1 Suíte', '1 Vaga']",3.666
"Condomínio Quintas do Sol, JARDIM BOTANICO, BRASILIA",430.000,['Venda Lote/Terreno 900 m²'],477
"SMPW Quadra 15, PARK WAY, BRASILIA",3.500.000,"['Venda Casa 666 m²', '5 Quartos', '4 Suítes', '4 Vagas']",5.255
"SHA Conjunto 4 Chacará 59A, ARNIQUEIRAS, AGUAS CLARAS",1.500.000,"['Venda Casa 300 m²', '4 Quartos', '4 Suítes', '2 Vagas']",5.000
"QI 2, GUARA I, GUARA",250.000,"['Venda Apartamento 42 m²', '2 Quartos', '1 Vaga']",5.952
"CLNW 10/11 Lote B, NOROESTE, BRASILIA",550.000,"['Venda Apartamento 44 m²', '2 Quartos', '2 Vagas']",12.500
"RODOVIA BR 0020 KM 12,5, ALTO DA BOA VISTA, SOBRADINHO",890.000,"['Venda Casa Condominio 230 m²', '3 Quartos', '4 Suítes', '2 Vagas']",3.869
"QN 5 Área Especial 4, RIACHO FUNDO, RIACHO FUNDO",10.500.000,['Venda Lote/Terreno 5244 m²'],2.002
"SMPW Quadra 26, PARK WAY, BRASILIA",3.380.000,"['Venda Casa 560 m²', '4 Quartos', '2 Suítes']",6.035
"CA 09, LAGO NORTE, BRASILIA",500.000,"['Venda Apartamento 49 m²', '1 Quarto', '1 Suíte', '1 Vaga']",10.204
"SQN 115, ASA NORTE, BRASILIA",1.830.000,"['Venda Apartamento 167 m²', '4 Quartos', '1 Suíte', '1 Vaga']",10.958
"Rua IPE AMARELO, NORTE, AGUAS CLARAS",699.000,"['Venda Apartamento 128 m²', '3 Quartos', '1 Suíte', '1 Vaga']",5.460
"Condomínio Quintas da Alvorada, JARDIM BOTANICO, BRASILIA",950.000,"['Venda Casa Condominio 400 m²', '4 Quartos', '4 Suítes', '8 Vagas']",2.375
"SCES Trecho 4, ASA SUL, BRASILIA",680.000,"['Venda Apartamento 48 m²', '1 Quarto', '1 Suíte', '1 Vaga']",14.166
"SQN 311, ASA NORTE, BRASILIA",2.140.000,"['Venda Apartamento 254 m²', '4 Quartos', '2 Suítes', '2 Vagas']",8.425
"Condominio Lago Sul, JARDIM BOTANICO, BRASILIA",2.490.000,"['Venda Casa 502 m²', '4 Quartos', '4 Suítes']",4.960
"SHIS QL 10 Conjunto 3, LAGO SUL, BRASILIA",13.000.000,"['Venda Casa 1300 m²', '6 Quartos', '6 Suítes', '12 Vagas']",10.000
"SQNW 311 Bloco H, NOROESTE, BRASILIA",2.300.000,"['Venda Apartamento 209 m²', '2 Quartos', '1 Suíte', '2 Vagas']",10.966
"SMPW Quadra 5 Conjunto 7, PARK WAY, BRASILIA",4.000.000,"['Venda Casa Condominio 400 m²', '5 Quartos', '5 Suítes', '2 Vagas']",10.000
"QMSW 5, SUDOESTE, BRASILIA",230.000,"['Venda Apartamento 27 m²', '1 Quarto', '1 Suíte']",8.518
"Quadra 106, NORTE, AGUAS CLARAS",850.000,"['Venda Apartamento 104 m²', '2 Quartos', '2 Suítes', '2 Vagas']",8.173
"QE 38 Conjunto F, GUARA II, GUARA",353.715,"['Venda Apartamento 51 m²', '2 Quartos', '1 Vaga']",6.821
"Rua 34, SUL, AGUAS CLARAS",485.000,"['Venda Apartamento 82 m²', '2 Quartos', '1 Suíte', '1 Vaga']",5.914
"Rua COPAIBA, NORTE, AGUAS CLARAS",320.000,"['Venda Apartamento 33 m²', '1 Quarto', '1 Vaga']",9.696
"SMPW Quadra 4, PARK WAY, BRASILIA",750.000,"['Venda Casa Condominio 250 m²', '3 Quartos', '1 Suíte', '4 Vagas']",3.000
"Chacará 50, COLONIA AGRICOLA SAMAMBAIA, VICENTE PIRES",680.000,"['Venda Casa 180 m²', '3 Quartos', '3 Suítes', '2 Vagas']",3.777
"QNP 17 Conjunto I, CEILANDIA NORTE, CEILANDIA",239.000,"['Venda Casa 100 m²', '2 Quartos', '2 Vagas']",2.390
"QS 7 Rua 218 A, AREAL, AGUAS CLARAS",1.050.000,"['Venda Casa 400 m²', '6 Quartos', '4 Suítes', '3 Vagas']",2.625
"QMSW 5, SUDOESTE, BRASILIA",270.000,"['Venda Apartamento 30 m²', '1 Quarto']",9.000
"Área Especial 01, SETOR CENTRAL, GAMA",263.911,"['Venda Apartamento 54 m²', '2 Quartos', '1 Suíte', '1 Vaga']",4.873
"SEPS 709/909, ASA SUL, BRASILIA",400.000,"['Venda Sala 42 m²', '1 Vaga']",9.462
"Rua 4, COLONIA AGRICOLA SAMAMBAIA, VICENTE PIRES",980.000,"['Venda Casa Condominio 280 m²', '4 Quartos', '2 Suítes']",3.500
"SQNW 310 Bloco E, NOROESTE, BRASILIA",928.000,"['Venda Apartamento 74 m²', '2 Quartos', '2 Suítes', '1 Vaga']",12.540
"Condomínio Solar de Brasília, JARDIM BOTANICO, BRASILIA",2.220.000,"['Venda Casa 388 m²', '4 Quartos', '3 Suítes', '6 Vagas']",5.721
"SQN 303, ASA NORTE, BRASILIA",3.400.000,"['Venda Apartamento 225 m²', '4 Quartos', '4 Suítes', '3 Vagas']",15.111
"QNM 34 Conjunto G, TAGUATINGA NORTE, TAGUATINGA",659.000,"['Venda Casa 300 m²', '3 Quartos', '1 Suíte', '4 Vagas']",2.196
"CNB 7, TAGUATINGA NORTE, TAGUATINGA",240.000,"['Venda Apartamento 63 m²', '2 Quartos']",3.809
"CA 09, LAGO NORTE, BRASILIA",465.000,"['Venda Apartamento 53 m²', '2 Quartos', '1 Vaga']",8.694
"QR 2, CANDANGOLANDIA, CANDANGOLANDIA",450.000,"['Venda Casa 100 m²', '2 Quartos', '2 Suítes', '2 Vagas']",4.500
"QS 308, SAMAMBAIA SUL, SAMAMBAIA",185.000,"['Venda Apartamento 45 m²', '2 Quartos', '1 Suíte', '1 Vaga']",4.034
"Rua 10, VICENTE PIRES, VICENTE PIRES",1.198.000,"['Venda Casa 800 m²', '4 Quartos', '2 Suítes', '6 Vagas']",1.497
"SQN 215 Bloco D, ASA NORTE, BRASILIA",0,"['Venda Apartamento 194 m²', '4 Quartos', '2 Suítes', '3 Vagas']",0
"Quadra 101, NORTE, AGUAS CLARAS",430.000,"['Venda Apartamento 64 m²', '3 Quartos', '1 Suíte', '1 Vaga']",6.718
"SBS Quadra 2, ASA SUL, BRASILIA",860.000,['Venda Sala 106 m²'],8.113
"Vivendas Bela Vista, GRANDE COLORADO, SOBRADINHO",1.250.000,"['Venda Casa Condominio 480 m²', '5 Quartos', '2 Suítes', '2 Vagas']",2.604
"SHCGN 714, ASA NORTE, BRASILIA",520.000,"['Venda Apartamento 140 m²', '2 Quartos', '1 Suíte']",3.714
"SQNW 306 Bloco H, NOROESTE, BRASILIA",2.441.685,"['Venda Apartamento 194 m²', '4 Quartos', '4 Suítes', '5 Vagas']",12.532
"SCLRN 714 Bloco G, ASA NORTE, BRASILIA",140.000,"['Venda Kitnet 18 m²', '1 Quarto']",7.692
"SQNW 107 Bloco A, NOROESTE, BRASILIA",1.050.000,"['Venda Apartamento 78 m²', '2 Quartos', '2 Suítes', '1 Vaga']",13.461
"SQS 412 Bloco G, ASA SUL, BRASILIA",699.900,"['Venda Apartamento 78 m²', '3 Quartos']",8.973
"Condomínio Santa Felicidade, SETOR TORORO, BRASILIA",370.000,['Venda Lote/Terreno 406 m²'],911
"SQNW 309, NOROESTE, BRASILIA",879.000,"['Venda Apartamento 70 m²', '2 Quartos', '1 Suíte', '1 Vaga']",12.557
"CSA 2, TAGUATINGA SUL, TAGUATINGA",1.150.000,"['Venda Apartamento 386 m²', '4 Quartos', '4 Suítes', '3 Vagas']",2.979
"Condomínio Residencial Mansões Itaipu, JARDIM BOTANICO, BRASILIA",1.299.000,"['Venda Casa Condominio 576 m²', '4 Quartos', '4 Suítes', '4 Vagas']",2.255
"SQNW 306 Bloco H, NOROESTE, BRASILIA",2.441.685,"['Venda Apartamento 194 m²', '4 Quartos', '4 Suítes', '5 Vagas']",12.532
"Quadra 12 Conjunto H, JARDIM BOTANICO, BRASILIA",1.990.000,"['Venda Casa 637 m²', '8 Quartos', '5 Suítes', '3 Vagas']",3.124
"SCLRN 707 Bloco F, ASA NORTE, BRASILIA",375.000,"['Venda Apartamento 49 m²', '2 Quartos']",7.653
"SQNW 307 Bloco H, NOROESTE, BRASILIA",1.048.000,"['Venda Apartamento 73 m²', '2 Quartos', '1 Suíte', '2 Vagas']",14.356
"SHA Conjunto 3 Chacará 53B, ARNIQUEIRAS, AGUAS CLARAS",1.800.000,"['Venda Casa Condominio 500 m²', '4 Quartos', '4 Suítes', '4 Vagas']",3.600
"SMPW Quadra 4, PARK WAY, BRASILIA",1.600.000,"['Venda Casa Condominio 280 m²', '4 Quartos', '4 Suítes', '4 Vagas']",5.714
"SQNW 309 Bloco I, NOROESTE, BRASILIA",1.890.000,"['Venda Apartamento 155 m²', '3 Quartos', '3 Suítes', '2 Vagas']",12.193
"SQS 310 Bloco F, ASA SUL, BRASILIA",1.325.000,"['Venda Apartamento 115 m²', '3 Quartos', '1 Suíte', '1 Vaga']",11.521
"SMPW Quadra 17 Conjunto 3, PARK WAY, BRASILIA",3.500.000,"['Venda Casa 583 m²', '4 Quartos', '4 Suítes', '4 Vagas']",6.003
"SQNW 310 Bloco C, NOROESTE, BRASILIA",498.000,"['Venda Apartamento 33 m²', '1 Quarto', '1 Vaga']",14.777
"Avenida das Castanheiras, NORTE, AGUAS CLARAS",390.000,"['Venda Apartamento 60 m²', '1 Quarto', '1 Suíte', '2 Vagas']",6.465
"Alameda Beija flores, SETOR TORORO, BRASILIA",340.000,['Venda Lote/Terreno 1027 m²'],331
"Condomínio Belvedere Green, JARDIM BOTANICO, BRASILIA",980.000,"['Venda Casa Condominio 400 m²', '4 Quartos', '4 Suítes', '2 Vagas']",2.450
"SQN 303 Bloco H, ASA NORTE, BRASILIA",880.000,"['Venda Apartamento 82 m²', '2 Quartos', '1 Suíte', '1 Vaga']",10.731
"RODOVIA DF 0250 KM 1,5, REGIAO DOS LAGOS, SOBRADINHO",650.000,"['Venda Casa Condominio 420 m²', '4 Quartos', '1 Suíte', '2 Vagas']",1.547
"QE 34, GUARA II, GUARA",580.000,"['Venda Casa 100 m²', '3 Quartos', '2 Vagas']",5.800
"SHIS QL 22, LAGO SUL, BRASILIA",2.949.000,"['Venda Casa 528 m²', '4 Quartos', '4 Suítes', '4 Vagas']",5.585
"SQSW 500, SUDOESTE, BRASILIA",8.600.000,"['Venda Apartamento 598 m²', '4 Quartos', '4 Suítes', '6 Vagas']",14.381
"SHN Quadra 1, ASA NORTE, BRASILIA",360.000,"['Venda Hotel Flat 32 m²', '1 Quarto', '1 Suíte']",11.250
"EPTG QE 1 Conjunto B, QUADRAS ECONOMICAS LUCIO COSTA, GUARA",290.000,"['Venda Apartamento 55 m²', '2 Quartos', '2 Vagas']",5.272
"SMPW Quadra 15, PARK WAY, BRASILIA",2.500.000,"['Venda Casa 580 m²', '5 Quartos', '4 Suítes', '6 Vagas']",4.310
"SQNW 110 Bloco J, NOROESTE, BRASILIA",2.545.000,"['Venda Apartamento 227 m²', '4 Quartos', '3 Suítes', '3 Vagas']",11.211
"SHN Quadra 1, ASA NORTE, BRASILIA",600.000,"['Venda Apartamento 63 m²', '1 Quarto', '1 Suíte', '1 Vaga']",9.523
"Área Especial 01, SETOR CENTRAL, GAMA",188.756,"['Venda Apartamento 39 m²', '1 Quarto']",4.825
"SQNW 110 Bloco A, NOROESTE, BRASILIA",4.555.000,"['Venda Apartamento 403 m²', '4 Quartos', '4 Suítes', '5 Vagas']",11.280
"CA 10, LAGO NORTE, BRASILIA",1.950.000,"['Venda Casa 180 m²', '4 Quartos', '1 Suíte', '2 Vagas']",10.833
"Quadra 2 Conjunto A 1 Bloco C, SOBRADINHO, SOBRADINHO",360.000,"['Venda Apartamento 65 m²', '2 Quartos', '1 Suíte', '1 Vaga']",5.538
"SQN 303, ASA NORTE, BRASILIA",1.280.000,"['Venda Apartamento 100 m²', '3 Quartos', '1 Suíte', '1 Vaga']",12.800
"SETOR HOTELEIRO, TAGUATINGA CENTRO, TAGUATINGA",125.000,"['Venda Apartamento 34 m²', '1 Quarto', '1 Vaga']",3.676
"SHIS QL 22 Conjunto 8, LAGO SUL, BRASILIA",6.200.000,"['Venda Casa 766 m²', '6 Quartos', '4 Suítes', '6 Vagas']",8.093
"SMT Conjunto 19, TAGUATINGA SUL, TAGUATINGA",989.000,"['Venda Casa 480 m²', '4 Quartos', '4 Suítes', '10 Vagas']",2.060
"QNP 26 Conjunto G, CEILANDIA SUL, CEILANDIA",255.000,"['Venda Casa 135 m²', '3 Quartos', '1 Suíte', '2 Vagas']",1.888
"SHIN QL 3 Conjunto 1, LAGO NORTE, BRASILIA",5.199.999,"['Venda Casa 504 m²', '5 Quartos', '5 Suítes', '4 Vagas']",10.317
