Cidade,Bairro,Preco,M²,Tipo,Quarto,Vaga,Suíte
brasilia,asa-sul,3.400.000,270,Apartamento,4,2,3
brasilia,asa-sul,210.000,34,Sala,,,
brasilia,asa-sul,220.000,30,Sala,,,
brasilia,asa-sul,3.290.000,282,Apartamento,5,2,3
brasilia,asa-sul,1.850.000,174,Apartamento,3,1,1
brasilia,asa-sul,285.000,34,Sala,,,
brasilia,asa-sul,1.400.000,154,Apartamento,3,,1
brasilia,asa-sul,510.000,38,Apartamento,1,,1
brasilia,asa-sul,570.000,63,Apartamento,3,,
brasilia,asa-sul,1.700.000,476,Casa,5,1,3
brasilia,asa-sul,1.215.000,108,Apartamento,3,1,1
brasilia,asa-sul,1.120.000,302,Casa,3,1,1
brasilia,asa-sul,325.000,42,Flat,1,,
brasilia,asa-sul,1.270.000,134,Apartamento,3,,
brasilia,asa-sul,1.350.000,134,Apartamento,3,,
brasilia,asa-sul,220.000,29,Kitnet,1,,
brasilia,asa-sul,900.000,98,Apartamento,3,1,1
brasilia,asa-sul,1.280.000,160,Apartamento,3,,
brasilia,asa-sul,485.000,54,Apartamento,2,,
brasilia,asa-sul,400.000,260,Lote/Terreno,,,
brasilia,asa-sul,319.000,30,Kitnet,1,2,
brasilia,asa-sul,3.700.000,185,Apartamento,3,,3
brasilia,asa-sul,340.000,42,Apartamento,1,,1
brasilia,asa-sul,1.370.000,135,Apartamento,3,,1
brasilia,asa-sul,499.500,54,Apartamento,2,,
brasilia,asa-sul,1.800.000,156,Apartamento,4,,1
brasilia,asa-sul,495.000,57,Apartamento,2,,1
brasilia,asa-sul,1.600.000,199,Sala,,3,
brasilia,asa-sul,1.220.000,240,Casa,3,5,1
brasilia,asa-sul,1.900.000,170,Apartamento,4,1,1
brasilia,asa-sul,590.000,60,Apartamento,2,,2
brasilia,asa-sul,289.000,25,Kitnet,1,1,
brasilia,asa-sul,1.890.000,175,Apartamento,3,1,1
brasilia,asa-sul,1.700.000,240,Casa,4,2,2
brasilia,asa-sul,900.000,260,Casa,4,4,3
brasilia,asa-sul,1.700.000,190,Apartamento,4,1,1
brasilia,asa-sul,1.800.000,150,Apartamento,4,1,3
brasilia,asa-sul,315.000,33,Flat,1,,1
brasilia,asa-sul,1.900.000,185,Apartamento,4,1,1
brasilia,asa-sul,215.000,30,Sala,,,1
brasilia,asa-sul,650.000,60,Apartamento,2,,1
brasilia,asa-sul,260.000,34,Sala,,,
brasilia,asa-sul,430.000,70,Loja,,,
brasilia,asa-sul,840.000,176,Sala,,,
brasilia,asa-sul,85.000,30,Sala,,,
brasilia,asa-sul,370.000,32,Sala,,,
brasilia,asa-sul,2.200.000,222,Apartamento,4,1,1
brasilia,asa-sul,1.000.000,79,Sala,,2,
brasilia,asa-sul,215.000,33,Sala,,,
brasilia,asa-sul,1.900.000,170,Apartamento,4,1,1
brasilia,asa-sul,475.000,56,Apartamento,1,,
brasilia,asa-sul,230.000,37,Sala,,,
brasilia,asa-sul,500.000,49,Apartamento,2,,1
brasilia,asa-sul,12.000,12,Garagem,,,
brasilia,asa-sul,250.000,32,Sala,,,
brasilia,asa-sul,2.950.000,283,Apartamento,4,2,3
brasilia,asa-sul,159.000,36,Sala,,,
brasilia,asa-sul,2.000.000,184,Sala,,1,
brasilia,asa-sul,750.000,100,Loja,,1,
brasilia,asa-sul,750.000,92,Apartamento,3,,1
brasilia,asa-sul,1.350.000,290,Casa,4,1,2
brasilia,asa-sul,620.000,54,Loja,,,
brasilia,asa-sul,230.000,34,Sala,,,
brasilia,asa-sul,475.000,51,Sala,,1,
brasilia,asa-sul,490.000,50,Apartamento,1,1,
brasilia,asa-sul,310.000,32,Apartamento,1,,
brasilia,asa-sul,880.000,180,Sala,,,
brasilia,asa-sul,310.000,33,Sala,,,
brasilia,asa-sul,650.000,63,Apartamento,2,,
brasilia,asa-sul,200.000,36,Sala,,,
brasilia,asa-sul,1.190.000,149,Apartamento,3,,1
brasilia,asa-sul,980.000,120,Casa,3,2,1
brasilia,asa-sul,1.590.000,128,Casa,5,2,4
brasilia,asa-sul,1.700.000,415,Sala,,6,
brasilia,asa-sul,970.000,100,Apartamento,2,,
brasilia,asa-sul,1.390.000,155,Apartamento,3,,1
brasilia,asa-sul,750.000,125,Apartamento,3,,1
brasilia,asa-sul,312.000,25,Kitnet,1,1,
brasilia,asa-sul,180.000,49,Sala,,,
brasilia,asa-sul,1.180.000,116,Apartamento,3,1,1
brasilia,asa-sul,398.000,60,Sala,,,
brasilia,asa-sul,2.400.000,460,Casa,7,4,7
brasilia,asa-sul,169.000,26,Comercial,,,
brasilia,asa-sul,580.000,62,Sala,,1,
brasilia,asa-sul,260.000,30,Sala,,1,
brasilia,asa-sul,320.000,33,Sala,,,
brasilia,asa-sul,1.350.000,198,Apartamento,5,,1
brasilia,asa-sul,440.000,54,Apartamento,2,,
brasilia,asa-sul,180.000,30,Sala,,,
brasilia,asa-sul,1.650.000,150,Apartamento,3,1,3
brasilia,asa-sul,1.200.000,140,Apartamento,3,,
brasilia,asa-sul,230.000,80,Apartamento,2,1,
brasilia,asa-sul,275.000,27,Apartamento,1,,
brasilia,asa-sul,40.000,13,Garagem,,,
brasilia,asa-sul,1.100.000,230,Sala,,4,
brasilia,asa-sul,175.000,22,Sala,,,
brasilia,asa-sul,219.000,27,Sala,,,
brasilia,asa-sul,150.000,38,Sala,,,
brasilia,asa-sul,480.000,60,Flat,1,,1
brasilia,asa-sul,248.000,34,Sala,,1,
brasilia,asa-sul,1.850.000,235,Apartamento,4,,1
brasilia,jardim-botanico,980.000,254,Casa,3,2,3
brasilia,jardim-botanico,1.100.000,237,Casa,3,2,3
brasilia,jardim-botanico,440.000,760,Lote/Terreno,,,
brasilia,jardim-botanico,1.920.000,400,Casa,4,3,4
brasilia,jardim-botanico,2.325.000,300,Casa,4,3,4
brasilia,jardim-botanico,1.900.000,500,Casa,4,4,4
brasilia,jardim-botanico,1.700.000,300,Casa,4,4,3
brasilia,jardim-botanico,750.000,300,Casa,8,3,4
brasilia,jardim-botanico,2.220.000,388,Casa,4,6,3
brasilia,jardim-botanico,1.890.000,650,Casa,4,4,4
brasilia,jardim-botanico,3.100.000,410,Casa,4,4,4
brasilia,jardim-botanico,2.200.000,394,Casa,4,6,4
brasilia,jardim-botanico,1.200.000,400,Casa,4,3,4
brasilia,jardim-botanico,2.490.000,502,Casa,4,,4
brasilia,jardim-botanico,680.000,240,Casa,3,2,1
brasilia,jardim-botanico,1.100.000,476,Casa,4,4,2
brasilia,jardim-botanico,1.990.000,500,Casa,4,2,4
brasilia,jardim-botanico,990.000,410,Casa,5,4,2
brasilia,jardim-botanico,550.000,690,Lote/Terreno,,,
brasilia,jardim-botanico,890.000,100,Casa,3,4,2
brasilia,jardim-botanico,1.075.000,350,Casa,5,4,4
brasilia,jardim-botanico,620.000,90,Casa,2,2,
brasilia,jardim-botanico,1.650.000,240,Casa,3,4,3
brasilia,jardim-botanico,590.000,180,Casa,3,2,
brasilia,jardim-botanico,970.000,590,Casa,3,14,1
brasilia,jardim-botanico,2.500.000,480,Casa,4,4,4
brasilia,jardim-botanico,1.000.000,160,Lote/Terreno,,,
brasilia,jardim-botanico,1.500.000,468,Casa,5,4,3
brasilia,jardim-botanico,870.000,250,Casa,2,2,1
brasilia,jardim-botanico,1.450.000,270,Casa,3,,3
brasilia,jardim-botanico,850.000,237,Casa,5,4,1
brasilia,jardim-botanico,2.500.000,400,Casa,4,2,2
brasilia,jardim-botanico,1.100.000,230,Casa,3,4,3
brasilia,jardim-botanico,530.000,1187,Lote/Terreno,,,
brasilia,jardim-botanico,800.000,800,Lote/Terreno,,,
brasilia,jardim-botanico,2.600.000,822,Casa,4,,
brasilia,jardim-botanico,1.250.000,350,Casa,3,2,1
brasilia,jardim-botanico,1.220.000,200,Casa,3,2,3
brasilia,jardim-botanico,1.390.000,300,Casa,3,2,3
brasilia,jardim-botanico,850.000,500,Casa,3,4,3
brasilia,jardim-botanico,580.000,611,Lote/Terreno,,,
brasilia,jardim-botanico,527.000,704,Lote/Terreno,,,
brasilia,jardim-botanico,1.490.000,380,Casa,5,4,2
brasilia,jardim-botanico,960.000,300,Casa,4,8,3
brasilia,jardim-botanico,1.200.000,200,Casa,3,2,3
brasilia,jardim-botanico,2.500.000,475,Casa,4,4,4
brasilia,jardim-botanico,980.000,500,Casa,5,2,3
brasilia,jardim-botanico,1.100.000,700,Casa,6,2,6
brasilia,jardim-botanico,600.000,213,Casa,3,10,1
brasilia,jardim-botanico,104.900,367,Lote/Terreno,,,
brasilia,jardim-botanico,2.200.000,700,Casa,5,6,2
brasilia,jardim-botanico,1.500.000,280,Casa,3,4,3
brasilia,jardim-botanico,1.990.000,637,Casa,8,3,5
brasilia,jardim-botanico,800.000,300,Casa,3,4,1
brasilia,jardim-botanico,1.330.000,300,Casa,6,,3
brasilia,jardim-botanico,1.150.000,391,Casa,5,4,3
brasilia,jardim-botanico,1.380.000,420,Casa,4,3,4
brasilia,jardim-botanico,1.200.000,200,Casa,3,2,3
brasilia,jardim-botanico,1.050.000,193,Casa,3,1,2
brasilia,jardim-botanico,960.000,385,Casa,5,2,1
brasilia,jardim-botanico,680.000,810,Lote/Terreno,,,
brasilia,jardim-botanico,1.050.000,800,Casa,5,10,2
brasilia,jardim-botanico,1.200.000,308,Casa,3,2,3
brasilia,jardim-botanico,1.090.000,37559,Lote/Terreno,,,
brasilia,jardim-botanico,2.600.000,320,Casa,4,2,2
brasilia,jardim-botanico,2.480.000,614,Casa,4,4,4
brasilia,jardim-botanico,1.390.000,368,Casa,4,,4
brasilia,jardim-botanico,1.580.000,360,Casa,4,,3
brasilia,jardim-botanico,1.380.000,430,Casa,4,4,3
brasilia,jardim-botanico,1.680.000,415,Casa,4,4,4
brasilia,jardim-botanico,495.000,699,Lote/Terreno,,,
brasilia,jardim-botanico,980.000,400,Casa,4,2,4
brasilia,jardim-botanico,280.000,463,Lote/Terreno,,,
brasilia,jardim-botanico,1.800.000,504,Casa,5,,3
brasilia,jardim-botanico,420.000,680,Lote/Terreno,,,
brasilia,jardim-botanico,1.800.000,300,Casa,4,7,2
brasilia,jardim-botanico,1.300.000,268,Casa,3,2,1
brasilia,jardim-botanico,450.000,620,Lote/Terreno,,,
brasilia,jardim-botanico,1.850.000,750,Casa,4,,4
brasilia,jardim-botanico,850.000,320,Casa,3,2,1
brasilia,jardim-botanico,3.288.000,500,Casa,6,4,2
brasilia,jardim-botanico,1.900.000,500,Casa,4,4,4
brasilia,jardim-botanico,3.499.000,445,Casa,4,4,4
brasilia,jardim-botanico,2.500.000,23000,Lote/Terreno,,,
brasilia,jardim-botanico,550.000,690,Lote/Terreno,,,
brasilia,jardim-botanico,390.000,599,Lote/Terreno,,,
brasilia,jardim-botanico,2.000.000,400,Casa,3,4,3
brasilia,jardim-botanico,2.680.000,450,Casa,4,4,3
brasilia,jardim-botanico,1.700.000,350,Casa,3,3,3
brasilia,jardim-botanico,1.350.000,335,Casa,4,2,4
brasilia,jardim-botanico,1.202.500,250,Casa,4,2,4
brasilia,jardim-botanico,810.000,293,Casa,4,4,1
brasilia,jardim-botanico,720.000,127,Casa,1,2,
brasilia,jardim-botanico,3.100.000,450,Casa,4,4,4
brasilia,jardim-botanico,3.700.000,400,Loteamento,4,4,2
brasilia,jardim-botanico,980.000,800,Casa,6,6,5
brasilia,jardim-botanico,1.690.000,370,Casa,4,4,4
brasilia,jardim-botanico,290.000,600,Lote/Terreno,,,
brasilia,jardim-botanico,2.720.000,490,Casa,5,2,4
brasilia,jardim-botanico,1.990.000,410,Casa,4,2,4
brasilia,jardim-botanico,3.300.000,650,Casa,5,4,4
brasilia,jardim-botanico,1.260.000,368,Casa,3,2,3
brasilia,jardim-botanico,870.000,200,Casa,4,,1
brasilia,jardim-botanico,1.800.000,390,Casa,3,2,3
brasilia,jardim-botanico,350.000,996,Lote/Terreno,,,
brasilia,jardim-botanico,630.000,690,Lote/Terreno,,,
brasilia,jardim-botanico,1.295.000,330,Casa,4,,4
brasilia,jardim-botanico,1.577.500,250,Casa,4,2,4
brasilia,jardim-botanico,1.990.000,480,Casa,4,4,4
brasilia,jardim-botanico,680.000,75,Casa,1,3,
brasilia,jardim-botanico,1.040.000,200,Casa,3,2,3
brasilia,jardim-botanico,4.300.000,,,5,,3
brasilia,jardim-botanico,1.680.000,435,Casa,4,6,4
brasilia,jardim-botanico,1.250.000,430,Casa,4,4,4
brasilia,jardim-botanico,850.000,330,Casa,4,2,2
brasilia,jardim-botanico,340.000,708,Lote/Terreno,,,
brasilia,jardim-botanico,165.000,20000,Lote/Terreno,,,
brasilia,jardim-botanico,1.800.000,422,Casa,4,6,4
brasilia,jardim-botanico,1.300.000,325,Casa,3,2,3
brasilia,jardim-botanico,1.790.000,530,Casa,4,3,4
brasilia,jardim-botanico,1.300.000,297,Casa,3,2,1
brasilia,jardim-botanico,349.000,800,Lote/Terreno,,,
brasilia,jardim-botanico,3.200.000,480,Casa,5,3,3
brasilia,jardim-botanico,1.700.000,359,Casa,4,6,1
brasilia,jardim-botanico,1.690.000,370,Casa,4,4,4
brasilia,jardim-botanico,1.500.000,253,Casa,4,2,
brasilia,jardim-botanico,2.400.000,450,Casa,3,4,3
brasilia,jardim-botanico,350.000,1000,Lote/Terreno,,,
brasilia,jardim-botanico,1.040.000,200,Casa,3,2,3
brasilia,jardim-botanico,1.450.000,280,Casa,4,2,4
brasilia,jardim-botanico,1.700.000,580,Casa,4,4,3
brasilia,jardim-botanico,1.150.000,2500,Lote/Terreno,,,
brasilia,jardim-botanico,1.750.000,530,Casa,4,2,4
brasilia,jardim-botanico,1.450.000,377,Casa,3,2,3
brasilia,jardim-botanico,1.540.000,200,Casa,3,2,3
brasilia,jardim-botanico,2.000.000,840,Lote/Terreno,,,
brasilia,jardim-botanico,1.150.000,490,Casa,4,4,2
brasilia,jardim-botanico,970.000,590,Casa,4,11,
brasilia,jardim-botanico,2.790.000,960,Casa,4,9,4
brasilia,jardim-botanico,1.600.000,582,Casa,5,4,2
brasilia,jardim-botanico,1.050.000,262,Casa,5,4,2
brasilia,jardim-botanico,2.300.000,800,Casa,4,4,
brasilia,jardim-botanico,1.700.000,320,Casa,3,4,3
brasilia,jardim-botanico,3.200.000,450,Casa,4,6,4
brasilia,jardim-botanico,1.650.000,450,Casa,5,2,3
brasilia,jardim-botanico,499.000,690,Lote/Terreno,,,
brasilia,jardim-botanico,930.000,230,Casa,3,,1
brasilia,jardim-botanico,1.775.000,300,Casa,4,3,4
brasilia,jardim-botanico,1.090.000,300,Casa,3,4,3
brasilia,jardim-botanico,350.000,240,Casa,3,2,1
brasilia,jardim-botanico,2.250.000,421,Casa,4,3,2
brasilia,jardim-botanico,1.790.000,545,Casa,4,3,4
brasilia,jardim-botanico,1.700.000,540,Casa,4,3,3
brasilia,jardim-botanico,1.200.000,444,Casa,5,5,1
brasilia,jardim-botanico,1.150.000,300,Casa,4,2,1
brasilia,jardim-botanico,1.150.000,250,Casa,3,7,2
brasilia,jardim-botanico,1.962.500,350,Casa,4,3,4
brasilia,jardim-botanico,1.625.000,300,Casa,4,3,4
brasilia,jardim-botanico,1.700.000,,,3,,1
brasilia,jardim-botanico,1.290.000,150,Casa,2,4,2
brasilia,jardim-botanico,550.000,,,2,2,
brasilia,jardim-botanico,920.000,800,Lote/Terreno,,,
brasilia,jardim-botanico,580.000,152,Casa,3,2,1
brasilia,jardim-botanico,650.000,120,Casa,2,2,1
brasilia,jardim-botanico,1.760.000,290,Casa,4,2,3
brasilia,jardim-botanico,1.200.000,571,Casa,4,2,4
brasilia,jardim-botanico,3.100.000,800,Casa,4,4,4
brasilia,jardim-botanico,1.150.000,600,Casa,4,6,4
brasilia,jardim-botanico,495.000,690,Lote/Terreno,,,
brasilia,jardim-botanico,1.700.000,348,Casa,4,3,2
brasilia,jardim-botanico,1.720.000,420,Casa,4,4,4
brasilia,jardim-botanico,1.700.000,587,Casa,4,3,1
brasilia,jardim-botanico,1.200.000,280,Casa,2,2,1
brasilia,jardim-botanico,1.200.000,227,Comercial,3,2,2
brasilia,jardim-botanico,790.000,380,Casa,4,2,1
brasilia,jardim-botanico,1.700.000,1270,Casa,6,,6
brasilia,jardim-botanico,780.000,1300,Casa,3,10,1
brasilia,jardim-botanico,2.700.000,400,Casa,3,4,3
brasilia,jardim-botanico,1.100.000,432,Casa,4,5,2
brasilia,jardim-botanico,850.000,345,Casa,3,2,1
brasilia,jardim-botanico,1.520.000,350,Casa,4,4,4
brasilia,jardim-botanico,998.000,370,Casa,4,4,3
brasilia,jardim-botanico,400.000,1000,Lote/Terreno,,,
brasilia,jardim-botanico,1.590.000,405,Casa,4,4,3
brasilia,jardim-botanico,670.000,155,Casa,3,2,1
brasilia,jardim-botanico,1.599.000,600,Casa,4,4,3
brasilia,jardim-botanico,1.000.000,250,Casa,3,2,1
brasilia,jardim-botanico,1.147.000,320,Casa,4,4,3
brasilia,jardim-botanico,1.350.000,270,Casa,3,4,3
brasilia,jardim-botanico,3.100.000,630,Casa,4,4,4
brasilia,jardim-botanico,800.000,207,Casa,4,4,1
brasilia,jardim-botanico,360.000,807,Lote/Terreno,,,
brasilia,jardim-botanico,1.690.000,360,Casa,4,4,2
brasilia,jardim-botanico,1.200.000,533,Casa,4,4,2
brasilia,jardim-botanico,1.650.000,300,Casa,3,2,3
brasilia,jardim-botanico,280.000,412,Lote/Terreno,,,
brasilia,jardim-botanico,984.000,190,Casa,3,2,2
brasilia,jardim-botanico,1.050.000,250,Casa,4,4,2
brasilia,jardim-botanico,1.190.000,1400,Lote/Terreno,,,
brasilia,jardim-botanico,1.500.000,360,Casa,3,,3
brasilia,jardim-botanico,1.150.000,460,Casa,5,4,3
brasilia,jardim-botanico,390.000,520,Lote/Terreno,,,
brasilia,jardim-botanico,645.000,80,Casa,2,,
brasilia,jardim-botanico,1.790.000,400,Casa,4,4,2
brasilia,jardim-botanico,1.382.500,250,Casa,3,2,3
brasilia,jardim-botanico,1.500.000,320,Casa,3,4,3
brasilia,jardim-botanico,1.550.000,330,Casa,4,4,3
brasilia,jardim-botanico,1.250.000,450,Casa,4,4,
brasilia,jardim-botanico,1.150.000,245,Casa,3,,1
brasilia,jardim-botanico,2.100.000,500,Casa,4,4,2
brasilia,jardim-botanico,600.000,1000,Lote/Terreno,,,
brasilia,jardim-botanico,1.299.000,576,Casa,4,4,4
brasilia,jardim-botanico,750.000,216,Casa,3,2,1
brasilia,jardim-botanico,1.880.000,640,Casa,6,4,4
brasilia,jardim-botanico,535.000,84,Casa,3,2,1
brasilia,jardim-botanico,1.880.000,415,Casa,4,3,2
brasilia,jardim-botanico,1.490.000,300,Casa,3,1,3
brasilia,jardim-botanico,1.400.000,,,3,,1
brasilia,jardim-botanico,700.000,250,Casa,2,4,1
brasilia,jardim-botanico,3.250.000,437,Casa,4,3,4
brasilia,jardim-botanico,2.200.000,500,Casa,4,6,4
brasilia,jardim-botanico,1.050.000,450,Casa,5,,2
brasilia,jardim-botanico,1.995.000,340,Casa,3,5,3
brasilia,jardim-botanico,1.110.000,33064,Lote/Terreno,,,
brasilia,jardim-botanico,3.900.000,770,Casa,4,4,4
brasilia,jardim-botanico,2.390.000,365,Casa,4,4,4
brasilia,jardim-botanico,1.900.000,300,Casa,4,3,4
brasilia,jardim-botanico,1.500.000,320,Casa,3,6,3
brasilia,jardim-botanico,525.000,600,Lote/Terreno,,,
brasilia,jardim-botanico,1.450.000,1200,Casa,4,6,4
brasilia,jardim-botanico,2.050.000,480,Casa,4,6,4
brasilia,jardim-botanico,2.250.000,,,,,
brasilia,jardim-botanico,850.000,27042,Lote/Terreno,,,
brasilia,jardim-botanico,420.000,955,Lote/Terreno,,,
brasilia,jardim-botanico,740.000,500,Casa,4,5,4
brasilia,jardim-botanico,1.780.000,530,Casa,4,6,4
brasilia,jardim-botanico,1.980.000,597,Casa,4,4,4
brasilia,jardim-botanico,1.790.000,400,Casa,4,6,2
brasilia,jardim-botanico,450.000,800,Lote/Terreno,,,
brasilia,jardim-botanico,1.890.000,450,Casa,4,3,1
brasilia,jardim-botanico,1.950.000,378,Casa,5,3,5
brasilia,jardim-botanico,1.790.000,545,Casa,5,6,4
brasilia,jardim-botanico,1.180.000,235,Casa,3,2,3
brasilia,jardim-botanico,970.000,428,Casa,3,2,1
brasilia,jardim-botanico,1.530.000,474,Casa,4,5,2
brasilia,jardim-botanico,239.000,1000,Lote/Terreno,1,,1
brasilia,jardim-botanico,230.000,572,Lote/Terreno,,,
brasilia,jardim-botanico,600.000,730,Lote/Terreno,,,
brasilia,jardim-botanico,620.000,100,Casa,2,2,1
brasilia,jardim-botanico,12.100.002,270,Casa,3,,3
brasilia,jardim-botanico,29.500.000,340000,Lote/Terreno,,,
brasilia,jardim-botanico,990.000,330,Casa,5,2,2
brasilia,jardim-botanico,1.100.000,237,Casa,3,2,3
brasilia,jardim-botanico,1.290.000,260,Casa,5,4,3
brasilia,jardim-botanico,389.000,907,Casa,2,2,
brasilia,jardim-botanico,530.000,1000,Lote/Terreno,1,,
brasilia,jardim-botanico,650.000,719,Lote/Terreno,,,
brasilia,jardim-botanico,930.000,600,Casa,4,5,3
brasilia,jardim-botanico,660.000,60,Casa,1,,
brasilia,jardim-botanico,1.200.000,566,Casa,4,5,2
brasilia,jardim-botanico,950.000,220,Casa,3,2,2
brasilia,jardim-botanico,930.000,600,Casa,3,4,3
brasilia,jardim-botanico,1.550.000,500,Casa,5,3,3
brasilia,jardim-botanico,530.000,180,Casa,3,4,3
brasilia,jardim-botanico,780.000,200,Casa,3,5,1
brasilia,jardim-botanico,450.000,150,Casa,3,4,1
brasilia,jardim-botanico,1.299.000,420,Casa,4,4,4
brasilia,jardim-botanico,1.950.000,530,Casa,5,,5
brasilia,jardim-botanico,385.000,80,Casa,2,,
brasilia,jardim-botanico,430.000,1000,Lote/Terreno,,,
brasilia,jardim-botanico,230.000,70,Apartamento,1,,1
brasilia,jardim-botanico,700.000,2033,Lote/Terreno,,,
brasilia,jardim-botanico,1.490.000,230,Casa,3,,3
brasilia,jardim-botanico,2.490.000,660,Casa,4,4,4
brasilia,jardim-botanico,1.000.000,200,Casa,3,,
brasilia,jardim-botanico,450.000,920,Lote/Terreno,,,
brasilia,jardim-botanico,550.000,620,Lote/Terreno,,,
brasilia,jardim-botanico,420.000,980,Lote/Terreno,,,
brasilia,jardim-botanico,600.000,,,,,
brasilia,jardim-botanico,250.000,,,,,
brasilia,jardim-botanico,400.000,1000,Lote/Terreno,,,
brasilia,jardim-botanico,800.000,150,Casa,1,15,1
brasilia,jardim-botanico,1.100.000,300,Casa,4,2,1
brasilia,jardim-botanico,477.000,800,Lote/Terreno,,,
brasilia,jardim-botanico,2.300.000,750,Casa,5,3,5
brasilia,jardim-botanico,1.980.000,362,Casa,3,,3
brasilia,jardim-botanico,300.000,600,Lote/Terreno,,,
brasilia,jardim-botanico,980.000,313,Loja,,,
brasilia,jardim-botanico,1.900.000,400,Casa,4,4,4
brasilia,jardim-botanico,110.000,30,Kitnet,1,1,
brasilia,jardim-botanico,480.000,170,Casa,3,4,1
brasilia,jardim-botanico,185.000,300,Lote/Terreno,,,
brasilia,jardim-botanico,1.760.000,870,Casa,5,2,3
brasilia,jardim-botanico,799.000,600,Casa,6,,4
brasilia,jardim-botanico,590.000,611,Lote/Terreno,,,
brasilia,jardim-botanico,595.000,775,Casa,2,,
brasilia,jardim-botanico,1.510.000,270,Casa,3,,3
brasilia,jardim-botanico,960.000,320,Casa,3,4,3
brasilia,jardim-botanico,90.000,240,Lote/Terreno,,,
brasilia,jardim-botanico,750.000,370,Casa,4,,1
brasilia,noroeste,A partir de 3.624.430,262,Apartamento,4,,
brasilia,noroeste,930.000,74,Apartamento,2,2,1
brasilia,noroeste,1.060.000,76,Apartamento,2,1,2
brasilia,noroeste,2.461.222,224,Apartamento,4,3,2
brasilia,noroeste,2.254.360,157,Apartamento,3,,
brasilia,noroeste,2.952.999,215,Apartamento,4,5,4
brasilia,noroeste,2.564.746,194,Apartamento,4,4,4
brasilia,noroeste,1.075.000,78,Apartamento,2,2,1
brasilia,noroeste,A partir de 2.185.079,129,Apartamento,3,,
brasilia,noroeste,2.095.349,143,Apartamento,4,3,2
brasilia,noroeste,535.000,33,Apartamento,1,1,
brasilia,noroeste,498.000,33,Apartamento,1,1,1
brasilia,noroeste,A partir de 2.483.689,165,Apartamento,4,,
brasilia,noroeste,1.076.929,86,Apartamento,2,1,1
brasilia,noroeste,1.150.000,79,Apartamento,2,2,1
brasilia,noroeste,899.000,68,Apartamento,2,1,1
brasilia,noroeste,2.195.000,192,Apartamento,4,,
brasilia,noroeste,1.150.000,79,Apartamento,2,2,1
brasilia,noroeste,2.727.246,196,Apartamento,4,4,4
brasilia,noroeste,2.768.000,215,Apartamento,4,5,4
brasilia,noroeste,A partir de 995.868,72,Apartamento,2,,
brasilia,noroeste,1.607.875,109,Apartamento,3,2,2
brasilia,noroeste,3.731.117,336,Apartamento,4,4,4
brasilia,noroeste,2.441.685,194,Apartamento,4,4,4
brasilia,noroeste,Sob Consulta,180,a,2,,
brasilia,noroeste,2.017.350,142,Apartamento,4,3,4
brasilia,noroeste,2.806.376,196,Apartamento,4,4,4
brasilia,noroeste,2.815.993,210,Apartamento,4,4,4
brasilia,noroeste,Sob Consulta,325,a,4,,
brasilia,noroeste,962.492,64,Apartamento,2,2,1
brasilia,noroeste,2.767.725,215,Apartamento,4,5,4
brasilia,noroeste,2.441.685,194,Apartamento,4,5,4
brasilia,noroeste,A partir de 510.000,53,a,1,,
brasilia,noroeste,560.000,36,Apartamento,1,1,1
brasilia,noroeste,519.000,34,Apartamento,1,1,
brasilia,noroeste,3.050.000,298,Apartamento,4,4,4
brasilia,noroeste,A partir de 1.310.000,220,a,3,,
brasilia,noroeste,510.000,33,Apartamento,1,1,
brasilia,noroeste,1.446.240,103,Apartamento,3,2,1
brasilia,noroeste,1.404.908,103,Apartamento,3,2,1
brasilia,noroeste,2.295.688,197,Apartamento,4,,
brasilia,noroeste,3.050.000,298,Apartamento,4,4,4
brasilia,noroeste,5.460.000,520,Apartamento,4,4,4
brasilia,noroeste,1.150.000,80,Apartamento,2,2,1
brasilia,noroeste,1.907.258,152,Apartamento,4,,
brasilia,noroeste,1.410.000,104,Apartamento,3,2,1
brasilia,noroeste,2.500.000,161,Apartamento,3,3,3
brasilia,noroeste,2.251.500,173,Apartamento,4,3,4
brasilia,noroeste,A partir de 2.688.173,429,a,4,,
brasilia,noroeste,1.210.510,105,Apartamento,3,2,1
brasilia,noroeste,1.130.000,76,Apartamento,2,1,1
brasilia,noroeste,1.500.000,152,Loja,,2,
brasilia,noroeste,A partir de 1.226.517,268,a,3,,
